PRT_ID,AREA,INT_SQFT,DATE_SALE,DIST_MAINROAD,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,PARK_FACIL,DATE_BUILD,BUILDTYPE,UTILITY_AVAIL,STREET,MZZONE,REG_FEE,COMMIS,SALES_PRICE
P08696,Adyar,1191,17-09-2007,152,1,1,3,Partial,No,22-09-1984,Others,NoSeWa,Paved,C,263226,100645,7741945
P05022,T Nagar,1984,16-05-2010,156,2,1,5,AdjLand,Yes,17-05-2005,Others,AllPub,Gravel,RL,620346,301790,16766120
P01583,Karapakkam,888,14-03-2012,9,1,1,2,Normal Sale,Yes,23-03-1979,House,NoSeWa,Gravel,I,295447,64228,6422750
P00275,Chrompet,1100,4/8/2014,102,1,1,3,AbNormal,Yes,10/8/1990,Commercial,NoSewr ,Gravel,RM,444780,222390,14826000
P03976,Chrompet,1294,2/12/2010,90,2,1,4,AbNormal,Yes,7/12/1990,Commercial,NoSewr ,Gravel,RH,440783,258390,15199400
P04451,Velachery,1904,28-08-2010,89,3,2,5,AdjLand,No,10/9/1957,Others,ELO,Paved,RH,392282,110644,10058510
P05059,Karapakkam,1045,6/5/2010,34,1,1,3,Family,Yes,10/5/1992,Others,ELO,Paved,RM,419630,128458,8563875
P03760,Karapakkam,1253,14-01-2011,200,1,1,3,Partial,No,16-01-2004,House,NoSeWa,Paved,I,217323,120735,6036750
P05612,KK Nagar,1472,26-01-2010,138,2,1,4,AbNormal,No,1/2/1985,Commercial,NoSewr ,Gravel,RL,514242,184600,13185700
P07446,Anna Nagar,1765,7/11/2008,97,1,1,4,Family,No,17-11-1971,Commercial,AllPub,Gravel,RM,650414,121953,20325440
P01278,T Nagar,1634,8/9/2012,65,1,1,4,AbNormal,Yes,16-09-1981,House,NoSeWa,Gravel,RM,469968,147704,13427670
P05215,KK Nagar,1823,10/4/2010,52,3,2,5,Family,Yes,16-04-1985,Commercial,AllPub,Gravel,RL,516554,371273,16142300
P08267,KK Nagar,2404,6/3/2008,71,4,2,6,Partial,Yes,8/3/2000,Others,AllPub,Paved,RL,554568,229943,13526040
P06082,Chrompet,985,27-10-2009,2,1,1,3,AdjLand,No,3/11/1982,House,AllPub,Gravel,RM,239336,153175,9573450
P00546,Chrompet,826,18-01-2014,116,1,1,3,Family,Yes,23-01-1994,House,AllPub,Paved,RM,255931,36562,9140400
P07272,Chrompet,705,1/1/2009,110,1,1,2,AdjLand,No,6/1/1991,House,AllPub,Paved,RL,194888,112436,7495700
P08208,Chrompet,987,22-03-2008,9,1,1,3,Partial,No,25-03-1997,House,NoSewr ,No Access,RL,185396,51911,7415850
P07831,KK Nagar,1625,20-07-2008,100,2,1,4,AdjLand,Yes,27-07-1980,Others,NoSeWa,Paved,RH,306962,184177,10232060
P04236,Velachery,1729,9/10/2010,56,2,1,4,Partial,Yes,13-10-1995,House,AllPub,No Access,A,291940,149713,7485650
P02735,Anna Nagar,1791,9/8/2011,165,1,1,4,AbNormal,Yes,11/8/2003,Commercial,NoSeWa,Paved,RH,809394,121409,20234860
P00212,Chrompet,1019,19-09-2014,16,1,1,3,Normal Sale,Yes,24-09-1993,Others,AllPub,Gravel,RL,278526,123789,10315780
P01124,Chrompet,1212,9/12/2012,43,2,1,4,Normal Sale,No,16-12-1984,Commercial,NoSewr ,No Access,RH,396262,111449,12383200
P08220,Adyar,1234,19-03-2008,129,2,2,4,Normal Sale,No,23-03-1992,Others,AllPub,No Access,A,222457,96398,7415240
P02452,Karapakkam,850,1/10/2011,114,1,1,2,Normal Sale,No,3/10/2003,Others,ELO,No Access,A,117538,67673,3561750
P04307,Adyar,662,25-09-2010,138,1,1,2,AdjLand,Yes,2/10/1983,Commercial,NoSeWa,Gravel,A,265443,26544,8848105
P04663,Karapakkam,1555,23-07-2010,113,2,2,4,Normal Sale,No,1/8/1972,Commercial,NoSewr ,No Access,A,297347,139928,8745500
P00374,Anna Nagar,1711,2/6/2014,7,1,1,4,Family,Yes,9/6/1985,House,ELO,No Access,RH,302833,145808,11216030
P07225,Chrompet,1064,15-01-2009,68,1,1,3,AbNormal,Yes,24-01-1973,Commercial,AllPub,No Access,RM,422925,39649,13216400
P02748,Chrompet,816,6/8/2011,123,1,1,3,Normal Sale,Yes,14-08-1979,House,NoSewr ,No Access,RM,246834,32911,8227800
P08763,Adyar,1252,29-08-2007,15,2,2,4,Family,Yes,1/9/1995,House,ELO,No Access,I,324132,85298,8529780
P01735,Velachery,1917,17-02-2012,200,3,2,5,AbNormal,No,24-02-1984,House,ELO,No Access,I,280961,72247,8027460
P06867,Chrompet,1013,3/5/2009,63,1,1,3,AbNormal,Yes,7/5/1992,House,AllPub,Gravel,RM,333797,93880,10431150
P04038,Chrompet,1080,19-11-2010,4,1,1,3,Family,No,22-11-1996,House,NoSeWa,No Access,RM,266211,108148,8319100
P06079,Karapakkam,627,27-10-2009,154,1,1,2,AdjLand,No,30-10-1999,Others,NoSeWa,No Access,RM,280401,118391,6231125
P00327,Chrompet,1058,2/7/2014,200,1,1,3,Partial,Yes,9/7/1987,Commercial,ELO,Paved,RH,402503,48788,12197050
P04059,Chrompet,951,16-11-2010,117,1,1,3,Partial,No,22-11-1985,Commercial,NoSeWa,Gravel,RL,325398,162699,11621350
P01678,Anna Nagar,1823,27-02-2012,45,2,1,5,AdjLand,No,4/3/1991,Others,AllPub,Paved,RH,497660,134503,13450260
P02180,Karapakkam,575,22-11-2011,86,1,1,2,Family,No,24-11-2002,House,AllPub,Gravel,A,131183,43728,3975250
P00190,Chrompet,737,10/10/2014,93,1,1,2,AbNormal,Yes,17-10-1987,Commercial,NoSewr ,No Access,RH,312030,113465,9455450
P09389,Adyar,706,25-12-2006,23,1,1,2,AbNormal,No,31-12-1981,Others,ELO,Paved,A,197132,5055,5054675
P01723,Karapakkam,1109,19-02-2012,7,1,1,3,Normal Sale,No,25-02-1988,House,NoSewr ,Gravel,A,176987,130138,5205500
P02417,Chrompet,1211,8/10/2011,170,2,1,4,AdjLand,No,10/10/2000,House,ELO,Gravel,RH,239519,27637,9212250
P02533,Karapakkam,1450,15-09-2011,114,2,2,4,Normal Sale,No,24-09-1972,House,NoSewr ,Gravel,I,282500,117134,6890250
P08962,Adyar,1277,3/6/2007,48,2,2,4,Partial,No,10/6/1979,Commercial,ELO,Gravel,I,503434,176882,13606320
P04530,T Nagar,1568,14-08-2010,120,1,1,4,AdjLand,No,18-08-1993,Others,AllPub,Gravel,RH,320072,153635,12802880
P06833,Adyar,995,10/5/2009,16,1,1,3,AbNormal,No,20-05-1970,Commercial,AllPub,Gravel,RH,389504,48688,12171985
P05846,Karapakkam,1304,11/12/2009,80,1,1,3,AbNormal,Yes,21-12-1971,Others,NoSeWa,Paved,C,295746,154595,6721500
P03864,Karapakkam,561,26-12-2010,115,1,1,2,Family,No,4/1/1976,House,AllPub,Gravel,I,235188,79964,4703750
P05432,Karapakkam,831,25-02-2010,63,1,1,2,AdjLand,No,5/3/1977,House,NoSeWa,Gravel,RH,304163,66916,6083250
P00816,Anna Nagar,1811,6/7/2013,143,2,1,5,Family,Yes,13-07-1986,House,NoSeWa,Gravel,RL,432321,216161,13510040
P05897,KK Nagar,1563,3/12/2009,122,2,1,4,AbNormal,No,8/12/1990,Commercial,NoSeWa,Paved,RM,429046,221443,13840180
P07928,Chrompet,1107,21-06-2008,36,1,1,3,Partial,No,23-06-2001,Commercial,NoSewr ,Gravel,RL,358626,39847,13282450
P00858,Chrompt,910,11/6/2013,10,1,1,3,Partial,No,16-06-1992,House,ELO,Gravel,RL,243280,102021,7847750
P04217,T Nagar,1512,14-10-2010,163,1,1,4,Partial,Yes,16-10-2003,Commercial,AllPub,Paved,RL,537406,148250,18531240
P05495,Chrompet,1061,14-02-2010,141,1,1,3,AdjLand,Yes,23-02-1975,Others,NoSeWa,Paved,RM,304066,73395,10485020
P09569,Velachery,1851,28-09-2006,100,3,2,5,Partial,No,2/10/1990,Others,ELO,Paved,RM,356633,200606,11144770
P00919,Anna Nagar,1655,2/5/2013,157,1,1,4,AbNormal,Yes,8/5/1989,Commercial,NoSeWa,Gravel,RM,658772,144106,20586630
P02351,Karapakkam,895,19-10-2011,44,1,1,3,AdjLand,No,31-10-1963,House,ELO,Gravel,I,168563,48938,5437500
P05743,Karapakkam,1192,31-12-2009,146,1,1,3,AdjLand,No,2/1/2001,Others,ELO,Paved,RM,414228,120817,8629750
P06161,Velachery,1670,11/10/2009,197,2,1,4,Partial,No,21-10-1970,Others,NoSeWa,No Access,RH,252573,57033,8147530
P02899,Anna Nagar,1532,3/7/2011,153,1,1,4,Normal Sale,No,9/7/1986,House,AllPub,Paved,RL,395546,67808,11301300
P09658,Velachery,1896,19-04-2006,188,3,2,5,Family,No,22-04-1993,Others,AllPub,No Access,RH,386563,109030,9911860
P02796,Karapakkam,1296,24-07-2011,166,1,1,3,Partial,Yes,26-07-2000,Others,AllPub,No Access,C,281102,78447,6537250
P05951,KK Nagar,2045,22-11-2009,161,3,2,5,Family,Yes,25-11-1996,Commercial,NoSeWa,Paved,RL,559590,406974,16957260
P01570,Adyar,722,16-03-2012,22,1,1,2,Partial,No,19-03-2003,House,NoSewr ,Paved,C,201816,10622,5310935
P02637,Adyar,637,30-08-2011,197,1,1,2,Partial,Yes,1/9/2000,Commercial,AllPub,Paved,RL,391348,42308,10576965
P09347,Velachery,1519,8/1/2007,109,2,1,4,Partial,Yes,19-01-1963,Commercial,AllPub,No Access,RH,405836,114141,12682380
P04079,Karapakkam,1107,12/11/2010,41,1,1,3,AbNormal,No,23-11-1964,House,NoSeWa,Gravel,A,178480,89240,4462000
P08838,Anna Nagar,1788,30-07-2007,113,1,1,4,Partial,Yes,5/8/1982,House,AllPub,Paved,RM,516103,176561,13581650
P05515,Karapakkam,923,10/2/2010,75,1,1,3,Family,Yes,13-02-1997,Comercial,NoSeWa,Paved,A,257136,80814,7346750
P03675,Chrompet,1261,2/2/2011,181,2,1,4,AdjLand,Yes,7/2/1990,House,NoSewr ,Paved,RH,294683,127696,9822750
P04888,T Nagar,1773,10/6/2010,182,1,1,4,Normal Sale,No,18-06-1977,Others,NoSeWa,Gravel,RM,423038,267924,14101250
P04976,Chrompet,1104,24-05-2010,124,1,1,3,Partial,Yes,25-05-2005,Others,AllPub,Paved,RH,281829,145773,9718230
P00704,Chrompet,883,3/10/2013,31,1,1,3,AdjLand,No,12/10/1976,House,NoSewr ,No Access,RM,210096,108939,7781350
P05636,Karapakkam,1639,21-01-2010,7,2,2,4,AdjLand,Yes,31-01-1972,Others,NoSewr ,No Access,RH,272602,193460,8793625
P02069,Karapakkam,910,15-12-2011,190,1,1,3,AdjLand,No,27-12-1961,Others,AllPub,Paved,I,173685,140069,5602750
P01950,Karapakkam,1572,9/1/2012,152,2,2,4,AdjLand,Yes,21-01-1964,Others,NoSewr ,No Access,A,308867,147719,6714500
P02272,KK Nagar,1854,2/11/2011,139,3,2,5,Partial,Yes,4/11/2002,Others,NoSewr ,Paved,RH,437922,229909,10948060
P06066,Karapakkam,1219,29-10-2009,27,1,1,3,Family,Yes,7/11/1974,Others,NoSewr ,No Access,C,279362,89158,5943875
P04791,Adyar,1033,30-06-2010,18,1,1,3,Family,Yes,8/7/1977,House,NoSeWa,Paved,I,264785,40119,8023795
P07978,Adyar,861,3/6/2008,153,1,1,3,AdjLand,Yes,5/6/2003,House,ELO,Paved,C,235199,98632,7587075
P09222,Chrompet,963,20-02-2007,170,1,1,3,Family,Yes,1/3/1971,House,NoSewr ,Paved,RH,222432,103272,7944000
P09845,Velachery,1537,24-02-2005,71,2,1,4,Family,No,7/3/1960,Others,AllPub,Gravel,A,298736,97089,7468400
P03362,Karapakkam,1579,8/4/2011,118,2,2,4,Family,No,19-04-1965,Commercial,AllPub,Paved,A,345710,93435,9343500
P08232,T Nagar,1925,15-03-2008,35,2,1,5,Partial,Yes,22-03-1981,House,ELO,Paved,RH,317209,203013,12688340
P01792,Karapakkam,1584,7/2/2012,86,2,2,4,AbNormal,No,9/2/2001,Commercial,NoSeWa,No Access,I,482782,209905,10495250
P09098,T Nagar,1829,7/4/2007,31,2,1,5,Family,Yes,9/4/1999,House,NoSewr ,Paved,RM,512246,227665,14229060
P07318,Velachery,1761,21-12-2008,5,2,1,4,AbNormal,No,4/1/1956,Commercial,NoSewr ,No Access,A,386251,159044,11360310
P04584,Karapakkam,1204,5/8/2010,150,1,1,3,AbNormal,Yes,10/8/1989,Others,NoSewr ,No Access,RH,268281,149045,7452250
P01187,Chrompet,1165,7/11/2012,108,1,1,3,Partial,No,17-11-1973,House,NoSewr ,No Access,RM,262280,98355,8196250
P09001,Chrompet,1109,18-05-2007,48,1,1,3,AdjLand,No,22-05-1989,House,ELO,Paved,RL,235275,34856,8713900
P00975,Chrompt,818,26-03-2013,66,1,1,3,AdjLand,Yes,28-03-2006,Commercial,AllPub,Paved,RH,305559,188036,11752250
P00082,T Nagar,1600,23-12-2014,153,1,1,4,Partial,No,26-12-2003,House,ELO,Gravel,RM,415246,195410,12213120
P04916,Karapakkam,1170,4/6/2010,160,1,1,3,AdjLand,No,11/6/1981,Others,NoSewr ,Paved,RM,407803,141483,8322500
P06913,Chrompet,1288,20-04-2009,78,2,1,4,Family,No,27-04-1981,House,NoSeWa,No Access,RM,232310,151895,8935000
P03821,Anna Nagar,1598,6/1/2011,104,1,1,4,Family,Yes,12/1/1986,House,NoSewr ,Gravel,RM,454192,66793,13358600
P01179,Chrompet,722,10/11/2012,142,1,1,2,Family,No,19-11-1978,Others,AllPub,Paved,RH,168850,32471,6494240
P00846,Chrompet,798,18-06-2013,172,1,1,2,Partial,No,24-06-1988,House,AllPub,No Access,RL,194585,71348,6486150
P05696,Karapakkam,933,9/1/2010,15,1,1,3,Normal Sale,Yes,14-01-1990,Commercial,AllPub,Gravel,C,349800,139920,8745000
P01469,Chrompet,1086,18-04-2012,124,1,1,3,AdjLand,Yes,19-04-2008,Commercial,ELO,Paved,RL,434676,182283,14021800
P02690,KK Nagar,1952,17-08-2011,0,3,2,5,AdjLand,No,24-08-1983,House,NoSeWa,Paved,RH,483558,145067,9671160
P02667,Chrompet,1052,22-08-2011,113,1,1,3,Partial,No,30-08-1976,Others,NoSewr ,Paved,RH,196787,47229,7871490
P01589,Velachery,1786,13-03-2012,22,2,1,4,Partial,No,17-03-1998,Commercial,NoSeWa,Paved,RH,454563,113641,14205080
P05917,Karapakkam,1652,30-11-2009,107,2,2,4,AdjLand,No,2/12/2001,Others,NoSeWa,Paved,A,224464,105218,7014500
P03323,Karapakkam,1607,13-04-2011,105,2,2,4,Partial,Yes,24-04-1966,House,NoSewr ,Paved,A,186818,137000,6227250
P07929,Chrompet,1229,21-06-2008,20,2,1,4,AbNormal,No,28-06-1983,House,AllPub,No Access,RH,222515,79470,7946950
P03511,T Nagar,1902,13-03-2011,130,2,1,5,AbNormal,No,20-03-1982,Commercial,AllPub,Paved,RH,544913,262366,20181980
P04674,Velachery,1677,21-07-2010,22,2,1,4,Normal Sale,No,27-07-1984,Commercial,AllPub,Gravel,A,406252,165040,12695370
P00234,Chrmpet,979,4/9/2014,9,1,1,3,AdjLand,Yes,6/9/2005,House,NoSeWa,No Access,RL,250856,98551,8959150
P07283,Adyar,655,30-12-2008,25,1,1,2,Family,No,8/1/1973,Commercial,ELO,No Access,RH,253588,47548,7924640
P09443,Chrompet,947,5/12/2006,110,1,1,3,Family,Yes,15-12-1966,Commercial,ELO,Pavd,RL,320431,189885,11867800
P02643,Velachery,1882,28-08-2011,179,3,2,5,Partial,No,9/9/1960,Commercial,ELO,Paved,A,434072,210835,12402070
P00035,Chrompet,963,29-01-2015,97,1,1,3,Partial,Yes,2/2/1999,House,NoSewr ,No Access,RL,223031,107385,8260400
P09313,Chrompet,1055,20-01-2007,7,1,1,3,Normal Sale,Yes,25-01-1987,Commercial,NoSeWa,No Access,RH,350001,181035,12069000
P05726,Karapakkam,1390,3/1/2010,6,2,2,4,Partial,No,13-01-1971,Others,NoSewr ,No Access,I,291085,106929,5940500
P07147,Velachery,1599,7/2/2009,65,2,1,4,AdjLand,Yes,15-02-1978,Others,NoSeWa,No Access,A,295614,55927,7989570
P06046,Karapakkam,1591,3/11/2009,184,2,2,4,Normal Sale,No,9/11/1987,House,ELO,Paved,RM,395595,87910,8791000
P05916,Karapakkam,1265,30-11-2009,81,1,1,3,Family,Yes,6/12/1985,Commercial,ELO,Paved,I,401080,90243,10027000
P06467,Adyar,870,12/8/2009,5,1,1,3,AbNormal,Yes,21-08-1975,Commercial,AllPub,Paved,I,411107,44444,11111010
P06050,Adyar,1122,2/11/2009,178,1,1,3,Normal Sale,Yes,5/11/1996,Others,AllPub,No Access,C,292369,17198,8599095
P03198,Adyar,613,7/5/2011,172,1,1,2,AbNormal,Yes,15-05-1977,Others,NoSeWa,Paved,I,241316,73735,6703210
P09631,Velachery,1670,26-05-2006,52,2,1,4,AbNormal,Yes,29-05-1994,House,ELO,Paved,A,309829,81534,8153390
P05774,KK Nagar,1338,25-12-2009,116,2,1,4,Normal Sale,No,27-12-2000,Commercial,AllPub,Gravel,RL,411103,231246,12846980
P03918,KK Nagar,1319,15-12-2010,129,1,1,3,AbNormal,No,22-12-1980,Others,NoSewr ,Paved,RH,375685,86095,7826780
P03745,KK Nagar,1710,18-01-2011,130,2,1,4,Family,Yes,20-01-2004,House,NoSewr ,Paved,RM,395213,197607,10978140
P08163,Anna Nagar,1938,5/4/2008,71,2,1,5,Partial,Yes,16-04-1964,House,ELO,No Access,RH,342263,118022,11802180
P02463,Karapakkam,1058,29-09-2011,39,1,1,3,Normal Sale,Yes,3/10/1994,Others,NoSewr ,No Access,RM,260044,159382,8388500
P03564,Chrompet,1251,28-02-2011,133,2,1,4,AbNormal,No,8/3/1976,Commercial,AllPub,Gravel,RL,370236,213598,14239850
P00796,Anna Nagar,1710,17-07-2013,32,1,1,4,Partial,No,27-07-1974,Commercial,NoSewr ,Gravel,RH,603899,347700,18299980
P03153,Adyar,617,16-05-2011,89,1,1,2,Partial,No,25-05-1975,Others,NoSewr ,Paved,C,186882,54097,4917940
P09018,Adyar,916,12/5/2007,107,1,1,3,Partial,No,21-05-1969,Others,AllPub,Gravel,A,228552,30885,6177070
P00480,Chrompet,1027,13-03-2014,47,1,1,3,Family,No,22-03-1978,House,ELO,No Access,RM,207122,61370,7671200
P08361,Adyar,1223,30-01-2008,99,2,2,4,Partial,No,6/2/1978,Others,AllPub,No Access,A,248308,27590,6897450
P02395,KK Nagar,1422,13-10-2011,113,2,1,4,Family,Yes,17-10-1992,Commercial,NoSeWa,Paved,RM,683088,153346,13940580
P08102,Chrompet,1081,26-04-2008,93,1,1,3,AbNormal,Yes,3/5/1982,Commercial,AllPub,No Access,RH,358733,49480,12370100
P09923,Velachery,1603,26-09-2004,138,2,1,4,AbNormal,Yes,3/10/1979,Commercial,NoSeWa,Gravel,I,564106,155129,14102650
P09382,Anna Nagar,1762,28-12-2006,3,1,1,4,AdjLand,Yes,1/1/1991,Others,NoSewr ,Paved,RL,411112,249604,14682580
P05547,Adyar,1219,5/2/2010,108,2,2,4,Family,No,11/2/1986,House,NoSewr ,No Access,I,281210,59202,7400260
P07400,KK Nagar,1953,25-11-2008,30,3,2,5,AbNormal,Yes,3/12/1979,House,NoSeWa,Paved,RH,483582,216069,10288980
P06230,Karapakkam,1208,1/10/2009,198,1,1,3,AbNormal,No,6/10/1988,Others,NoSeWa,Gravel,C,229599,51022,6377750
P06248,Karapakkam,849,29-09-2009,173,1,1,2,Partial,Yes,8/10/1972,Commercial,NoSeWa,Paved,A,214634,145193,6312750
P06113,Karapakkam,522,20-10-2009,95,1,1,2,AbNormal,No,24-10-1992,House,AllPub,Gravel,C,205049,109069,4362750
P02146,Karapakkam,1610,30-11-2011,195,2,2,4,Partial,No,7/12/1980,Commercial,NoSewr ,Gravel,RL,525851,225365,12520250
P05125,KK Nagar,1945,26-04-2010,72,3,2,5,AbNormal,Yes,2/5/1987,House,NoSewr ,Gravel,RH,509220,108345,10834460
P07009,Adyar,884,26-03-2009,161,1,1,3,Normal Sale,Yes,1/4/1986,Others,NoSeWa,No Access,RM,282790,113116,9426345
P02130,Karapakkam,668,4/12/2011,43,1,1,2,Partial,No,16-12-1961,House,AllPub,Gravel,RH,204068,78488,5232500
P06458,Karapakkam,740,13-08-2009,150,1,1,2,AbNormal,No,21-08-1977,House,AllPub,Paved,RH,211320,95094,5283000
P02547,Adyar,1158,13-09-2011,188,1,1,3,Family,Yes,21-09-1979,Others,NoSewr ,Gravel,RH,385410,62499,10416480
P04885,Velachery,1840,10/6/2010,21,3,2,5,AdjLand,Yes,21-06-1964,Commercial,AllPub,Gravel,I,518607,235731,15715370
P02784,Chrompet,829,29-07-2011,18,1,1,3,Normal Sale,Yes,6/8/1978,House,NoSeWa,Gravel,RM,293758,128519,9179950
P05486,Anna Nagar,1650,16-02-2010,22,1,1,4,AbNormal,No,23-02-1981,Commercial,NoSewr ,No Access,RH,547681,239610,17115030
P05795,Anna Nagar,1663,21-12-2009,64,1,1,4,Partial,No,26-12-1988,Others,NoSeWa,Gravel,RL,411826,154435,12869560
P02435,Velachery,1913,5/10/2011,164,3,2,5,Partial,No,9/10/1995,House,NoSeWa,No Access,A,267167,119522,7030720
P03392,Velachery,1963,3/4/2011,195,3,2,5,AbNormal,No,5/4/2002,House,NoSeWa,Paved,C,336842,103644,8636980
P08145,T Nagar,1806,9/4/2008,48,2,1,5,AdjLand,No,15-04-1987,Others,NoSeWa,Paved,RM,439164,102472,14638800
P07488,Velachery,1630,24-10-2008,78,2,1,4,Partial,No,30-10-1984,House,AllPub,Gravel,A,283900,94633,7279480
P04951,Karapakkam,1016,28-05-2010,69,1,1,3,AbNormal,No,5/6/1977,House,NoSeWa,Gravel,A,170003,80528,4473750
P08917,T Nagar,1823,21-06-2007,0,2,1,5,Partial,Yes,27-06-1981,Commercial,ELO,No Access,RM,513194,164222,20527770
P00362,Chrompet,1185,7/6/2014,92,1,1,3,AdjLand,No,14-06-1984,Commercial,AllPub,No Access,RH,384019,99102,12387700
P05824,Karapakkam,1478,16-12-2009,71,2,2,4,Normal Sale,No,28-12-1960,House,ELO,No Access,A,182809,62423,4458750
P09005,Chrompet,875,17-05-2007,176,1,1,3,Partial,Yes,23-05-1981,House,ELO,Gravel,RL,239050,68300,8537500
P03806,KK Nagar,2087,8/1/2011,31,3,2,5,Partial,Yes,9/1/2006,House,AllPub,Gravel,RH,369686,254159,11552700
P07949,Anna Nagar,1970,13-06-2008,180,2,1,5,Partial,Yes,16-06-1998,House,ELO,Paved,RL,383698,68518,13703500
P09709,Velachery,1645,13-01-2006,35,2,1,4,Partial,Yes,16-01-1996,Commercial,NoSewr ,No Access,RH,459380,194888,13920600
P00747,TNagar,1856,20-08-2013,76,2,1,5,Normal Sale,No,30-08-1972,Commercial,NoSewr ,Paved,RH,684272,136854,19550620
P09719,Velachery,1782,1/12/2005,110,2,1,4,AdjLand,Yes,9/12/1973,Commercial,NoSewr ,Gravel,RH,642746,208892,16068640
P02108,Karapakkam,1465,9/12/2011,192,2,2,4,AbNormal,Yes,17-12-1977,House,AllPub,Paved,A,300659,83161,6397000
P03570,KK Nagar,2439,27-02-2011,162,4,2,6,Partial,No,5/3/1985,House,NoSewr ,Gravel,RH,366951,111197,11119720
P04009,KK Nagar,1693,25-11-2010,119,2,1,4,AbNormal,No,27-11-2000,Others,AllPub,Gravel,RM,411540,182907,11431660
P05746,Anna Nagar,1737,31-12-2009,174,1,1,4,AdjLand,No,6/1/1988,Others,NoSewr ,Paved,RH,319831,115139,12793250
P01703,Karapakkam,1111,23-02-2012,91,1,1,3,Partial,Yes,5/3/1971,House,AllPub,Gravel,RM,284831,129469,8631250
P02028,KK Nagar,2485,23-12-2011,50,4,2,6,Normal Sale,No,25-12-2003,Commercial,AllPub,Paved,RL,740382,379683,18984160
P09952,Velachery,1568,15-07-2004,110,2,1,4,AdjLand,Yes,18-07-1993,Others,NoSewr ,Gravel,RM,471795,161404,12415670
P02119,Karapakkam,512,7/12/2011,4,1,1,2,Family,No,13-12-1985,Commercial,NoSewr ,Gravel,C,167824,41956,5244500
P04670,Chrompet,958,22-07-2010,51,1,1,3,AbNormal,No,24-07-2001,Commercial,AllPub,No Access,RH,353778,96485,10720550
P04754,T Nagar,1565,4/7/2010,35,1,1,4,AbNormal,Yes,12/7/1979,Commercial,NoSeWa,Gravel,RM,787401,255905,19685020
P01927,KK Nagar,1706,14-01-2012,67,2,1,4,AbNormal,Yes,20-01-1985,Commercial,NoSewr ,Paved,RH,662406,244802,14400140
P03033,Velachery,1616,10/6/2011,33,2,1,4,Normal Sale,Yes,23-06-1958,House,NoSeWa,Paved,RM,373484,80753,10094160
P00541,Anna Nagar,1531,21-01-2014,35,1,1,4,AbNormal,No,26-01-1994,Commercial,NoSeWa,Paved,RL,681741,139844,17480550
P06378,Anna Nagar,1636,3/9/2009,5,1,1,4,AbNormal,Yes,8/9/1989,Others,NoSeWa,Gravel,RH,521841,214088,13380530
P07514,KK Nagar,1997,17-10-2008,58,3,2,5,AdjLand,Yes,21-10-1993,Commercial,NoSeWa,Paved,RH,625841,345860,16469500
P01071,Chrompet,915,11/1/2013,125,1,1,3,Partial,Yes,21-01-1976,Others,NoSewr ,Paved,RH,243999,40667,8133300
P03912,Adyar,1046,16-12-2010,138,1,1,3,Normal Sale,No,23-12-1982,Commercial,NoSeWa,No Access,I,408888,129123,10760220
P07569,KK Nagar,1465,30-09-2008,11,2,1,4,AdjLand,No,3/10/1999,House,NoSeWa,Gravel,RM,507409,182667,10148180
P04012,KK Nagar,1399,25-11-2010,184,2,1,4,Partial,Yes,2/12/1982,Others,NoSewr ,Gravel,RM,427814,106953,10695340
P01238,Chrompet,1126,4/10/2012,96,1,1,3,Family,No,9/10/1994,Others,ELO,Gravel,RH,293130,79944,8882720
P06167,Karapakkam,1368,10/10/2009,144,2,2,4,Family,No,19-10-1972,House,AllPub,Paved,RH,311639,108396,6774750
P08843,Chrompet,709,28-07-2007,156,1,1,2,Family,No,31-07-1993,House,NoSewr ,No Access,RL,199494,19306,6435300
P07803,T Nagar,1550,29-07-2008,39,1,1,4,Normal Sale,No,3/8/1989,House,ELO,Paved,RL,399932,144420,11109230
P04952,Velachery,1882,28-05-2010,99,3,2,5,Partial,Yes,1/6/1994,Commercial,NoSeWa,Paved,A,512612,199349,14239220
P09013,Anna Nagar,1538,15-05-2007,62,1,1,4,Partial,Yes,24-05-1971,House,NoSeWa,Gravel,RH,294136,90503,11312920
P07034,Velachery,1881,14-03-2009,169,3,2,5,Family,No,24-03-1968,Commercial,NoSeWa,Paved,RH,565335,260924,14495770
P05575,Adyar,641,1/2/2010,168,1,1,2,AdjLand,No,5/2/1993,Commercial,NoSewr ,Paved,RL,348175,89531,9947855
P08381,Anna Nagar,1912,23-01-2008,53,2,1,5,Normal Sale,No,27-01-1991,House,NoSewr ,Paved,RH,358580,74189,12364840
P02898,Chrompet,1194,3/7/2011,116,1,1,3,Partial,Yes,11/7/1976,Commercial,NoSeWa,Gravel,RH,424193,150520,13683650
P03310,Karapakkam,1502,15-04-2011,114,2,2,4,Normal Sale,Yes,22-04-1980,House,ELO,Gravel,RL,391787,233206,9328250
P01319,Anna Nagar,1649,11/8/2012,145,1,1,4,Partial,No,14-08-2002,Commercial,ELO,Gravel,RL,564110,131626,18803650
P02959,Karapakkam,854,22-06-2011,118,1,1,2,Partial,No,23-06-2006,House,AllPub,Gravel,RM,280525,98563,7581750
P02061,KK Nagar,2388,18-12-2011,147,4,2,6,Family,Yes,19-12-2005,House,AllPub,Paved,RH,600726,240290,12014520
P04310,Karapakkam,1381,24-09-2010,138,2,2,4,AdjLand,No,25-09-2005,House,NoSewr ,Gravel,RH,281733,107721,8286250
